ds	yhat	yhat_lower	yhat_upper
2005-02-14	13.369444095536853	2.1387495327465853	24.178410247711994
2005-02-21	10.046902063111938	-0.8669824769104564	21.27061439347734
2005-02-28	8.822626108525885	-2.249804408593183	20.114418637148834
2005-03-07	10.483098771700762	-0.6507777341284797	20.935887550331486
2005-03-14	13.101426956806431	1.6028446696457537	24.576063508852815
2005-03-21	13.657981761255357	2.8579676187727623	24.958551800375087
2005-03-28	11.211999415782302	0.09559814210927789	22.211155124671894
2005-04-04	8.026928190194319	-2.1560086339924127	18.75419310054806
2005-04-11	7.076197534571101	-3.9703897369617653	18.27356396184714
2005-04-18	8.627423546589295	-2.334135160609772	19.59565716959591
2005-04-25	9.96540748564922	-0.7731744665172856	20.242687362797398
2005-05-02	8.772703298888569	-2.334334010673891	19.598738781076044
2005-05-09	6.235287856010199	-3.984008361636967	16.39937400501592
2005-05-16	6.014140278308497	-4.511521719768682	16.88083120784475
2005-05-23	10.019197982698973	-1.5489275607709538	20.638926309088674
2005-05-30	15.855118807160665	5.399107360965658	27.26249288499966
2005-06-06	19.084148833745566	8.971257311751073	30.221031354726136
2005-06-13	17.92872303510257	7.489313658904064	28.368765815169876
2005-06-20	15.16259976742407	4.443324278674444	26.221574700128652
2005-06-27	15.103198203548855	4.425400228324486	24.97128890035528
2005-07-04	19.1140028690949	8.432247547655214	29.764598093124683
2005-07-11	24.495183562562726	13.306103038659101	35.61490884482413
2005-07-25	27.297010254070486	16.03698746313557	37.9623587315066
2005-08-01	25.262849071123245	14.67696805165782	36.63896146073505
2005-08-08	23.24425045587383	11.62259530376789	34.67969688444399
2005-08-15	21.236900816896494	10.350356216260975	31.374611816827038
2005-08-22	18.42256676955246	7.740001581735294	29.96532688254633
2005-08-29	15.217832076267255	3.4984754065795602	25.44495566658261
2005-09-05	13.49118366679583	2.884142076542743	23.73210117533226
2005-09-12	14.610282291117628	3.798618162557809	25.767807230749998
2005-09-19	17.82814315732407	7.084221752806946	29.163492092147532
2005-09-26	21.02790168338317	10.360462435526165	32.5712801469962
2005-10-03	22.856257256381227	12.378419547150562	33.36499057412024
2005-10-10	23.684085195153372	12.183539273730421	35.060137004399365
2005-10-17	24.50775969185971	13.18683746587568	35.30745214716379
2005-10-24	25.486051495062444	14.670179517205819	36.8559054981378
2005-10-31	25.985749947043526	15.464678249372051	37.071277990133915
2005-11-07	25.79121997257544	14.226765227952997	36.57605205188432
2005-11-14	25.599776305988037	14.985441859949225	37.48977404275552
2005-11-21	26.0486520627717	15.998136304104486	36.474155216400426
2005-11-28	26.64949005050135	15.041089512277017	37.47331091367403
2005-12-05	26.212112919442994	15.995584106994663	37.338976683656746
2005-12-12	24.350054683400607	13.613132905281418	35.59655304538934
2005-12-19	22.162829211197305	11.272884596122042	33.06820237925459
2005-12-26	21.19198317051969	10.618680280625474	32.08300352473764
2006-01-02	21.914850647523906	10.129891023088513	33.07711662343387
2006-01-09	23.523222257438597	12.350390651316832	34.550833851129866
2006-01-16	24.98534960469142	13.209066634268863	35.673812616734885
2006-01-23	25.834287261846754	14.661157216016699	36.73864319151719
2006-01-30	25.823991721848188	14.91698449642052	37.76038777189946
2006-02-06	24.43130994773866	13.808064142367083	35.639248582324655
2006-02-13	21.431852788753616	10.30337117467741	32.64705616717361
2006-02-20	17.964889922490066	7.529420597607014	28.935845683611937
2006-02-27	16.236769096320486	5.328817406432632	27.088049100169954
2006-03-06	17.448710903027433	7.039243218656589	28.96817363496015
2006-03-13	20.127848113736555	9.061278554616102	31.17698343168498
2006-03-20	21.217246076621002	10.208097754252732	31.282278885000057
2006-03-27	19.2193662075873	7.997116236757668	30.641536010987913
2006-04-03	15.916699466481104	4.933258583426334	27.748295192686445
2006-04-10	14.439818791429325	3.4153161074622593	25.6943433194292
2006-04-17	15.687571099834699	5.477549078716914	26.36183246896053
2006-04-24	17.301539851435983	6.8703890277496305	27.861309213349493
2006-05-01	16.589620719419674	5.576645460315048	27.033608408451926
2006-05-08	14.04699200375838	3.037448689688819	24.929029066613353
2006-05-15	13.164343054308956	1.7096596873923464	24.079152352401714
2006-05-22	16.467849213655445	5.742294289119313	27.931777790891193
2006-05-29	22.305352051384066	11.853643556240236	32.593478738854785
2006-06-05	26.26048947564022	14.397884746438086	37.38487430896523
2006-06-12	25.8009257823212	14.873758756376406	36.98767670034031
2006-06-19	22.98460303571408	12.040563914663672	34.0415947506783
2006-06-26	22.21340589373148	10.980016617805756	33.23208886993419
2006-07-03	25.601406899612368	15.237093299072576	36.569415266533206
2006-07-10	31.03594500064355	19.99074628073506	42.76495035858145
2006-07-17	34.71936164864035	23.858159717307917	45.2381795300724
2006-07-24	34.96325000547074	24.41100361095911	46.645350053266895
2006-07-31	33.07542759921163	22.934362697625716	43.45235714318186
2006-08-07	31.000272855863194	20.513311956822992	42.63883957408732
2006-08-14	29.05712756794981	17.627137499416097	40.5421372573074
2006-08-21	26.410835880048143	16.22762340504693	36.84980743803984
2006-08-28	23.16270995128394	12.259837549420828	34.173813167040244
2006-09-04	21.025876338147036	10.52119044455274	32.47213837516618
2006-09-11	21.625613067987363	10.442567463737632	32.30368771381269
2006-09-18	24.611473860406328	12.796353613514244	35.461277735852505
2006-09-25	27.9610789458236	17.151092716114118	38.45386707451625
2006-10-02	30.05199818764252	18.82184627698675	40.28039495480867
2006-10-09	30.981714897500297	19.79015230770162	41.561947335394954
2006-10-16	31.762161039590353	19.96009027933178	42.9836262515358
2006-10-23	32.752538710775646	21.708245745538502	43.33847340036076
2006-10-30	33.383210619323094	21.978033331653666	44.90554041376068
2006-11-06	33.28405975871873	22.81406789920925	43.50681788624106
2006-11-13	33.02661062837663	22.13996563766534	44.20629968241953
2006-11-20	33.36181202924019	23.313483567959093	44.23251570303127
2006-11-27	34.026788694295135	22.843650522956693	45.349805713072094
2006-12-04	33.85114016439846	23.295463414127035	45.4996298364353
2006-12-11	32.20681155135148	22.216955498861054	43.31403050629167
2006-12-18	29.960481563899144	19.65328347580033	41.37422082850686
2006-12-25	28.69963666210417	17.91731539229505	39.00252560188819
2007-01-01	29.158318872182402	17.530800625008776	40.4248655740509
2007-01-08	30.70031375250214	19.539376810365013	41.72689025848499
2007-01-15	32.25044633907169	21.669688904144433	43.89328722059806
2007-01-22	33.23311632249114	21.90486830550528	43.99292733889983
2007-01-29	33.416843457788936	22.14043261671365	43.74746964635092
2007-02-05	32.32213715491762	21.77471105944908	43.64335889724513
2007-02-12	29.583790343891987	18.53596050222941	40.62055681897759
2007-02-19	26.0590604372836	15.786052989960663	37.20501534088113
2007-02-26	23.88078699800954	13.647026888657784	34.894878477115
2007-03-05	24.611946977768508	13.62417345959639	35.32366823161577
2007-03-12	27.262637348570358	16.673799829144425	38.13180480175372
2007-03-19	28.84949688162486	18.07167346484322	39.85721310633804
2007-03-26	27.380118339225415	16.779386919570918	38.750999850224375
2007-04-02	24.088442424748834	13.345490587558112	34.808104437773686
2007-04-09	22.135098520315637	10.926109530390038	33.776893514988004
2007-04-16	23.013022378325417	11.715010205028385	33.47194408868976
2007-04-23	24.83046142772469	14.54183551796098	36.928418530240926
2007-04-30	24.63978537888906	13.410800409275142	35.461706116323306
2007-05-07	22.239556069042276	10.957872765916282	32.30065001986699
2007-05-14	20.81009094919398	10.300312311054387	31.65303483012398
2007-05-28	29.08771165911672	18.267122593060407	40.15066756142709
2007-06-04	33.70420345891483	22.403223133157095	44.847859176968214
2007-06-11	34.03721119280112	23.332749489799955	44.23102630412517
2007-06-18	31.352288220660032	20.372618607969425	42.588718583862494
2007-06-25	29.969607694861587	19.990995248694183	41.33272968290932
2007-07-02	32.68669901966082	21.84719266965915	43.84793336201865
2007-07-09	38.06917799227175	27.229130690468047	48.879974293500105
2007-07-16	42.31256273358332	31.601756077883508	53.27965948843012
2007-07-23	43.16933892685217	32.29384868632774	53.56449930115909
2007-07-30	41.523967807869624	30.594938710959568	52.00815305028461
2007-08-06	39.427906435264816	29.001147693649205	49.53080130979234
2007-08-13	37.54282848408455	26.407057516216202	47.41622777334645
2007-08-20	35.09286442212962	24.28478145384561	46.14205658139771
2007-08-27	31.888493856905686	21.154413188595232	42.65360041861845
2007-09-03	29.426368505179877	18.3222426525105	39.35491981884786
2007-09-10	29.521778305333314	18.785920775628668	40.51942421593597
2007-09-17	32.23191857415068	21.013467948273806	43.90266827083069
2007-09-24	35.70286389874558	24.093669922711133	46.14048639330478
2007-10-01	38.089230347150085	27.650080636992577	49.72655669296966
2007-10-08	39.180906286460065	28.93680700006404	50.580908338494716
2007-10-15	39.95309317799812	28.573535958718644	51.62433027864913
2007-10-22	40.956479921362934	30.34538557669376	51.585676065132645
2007-10-29	41.726709945153964	30.444648674940492	53.06045406207783
2007-11-05	41.76638201788165	31.97592399156593	52.862181827578304
2007-11-12	41.49350771326942	30.94016869958311	51.88519766291849
2007-11-19	41.72901765151245	31.27479449143709	53.05489249455852
2007-11-26	42.431568826737916	31.39951009343695	53.040770120286616
2007-12-03	42.50973981083827	32.70777357549998	53.44916873360122
2007-12-10	41.128294228393386	30.077086372248935	51.40759246994391
2007-12-17	38.89345466334548	27.568198208179407	49.39511222762803
2007-12-24	37.38262080176218	26.75439307063969	47.66524283488451
2007-12-31	37.56892785143771	26.340253966249882	47.673404259868235
2008-01-07	39.02230363726392	28.44015593970605	50.37538277681257
2008-01-14	40.65003815725399	29.82622709945724	51.69942510666899
2008-01-21	41.76827464359833	30.154931376209174	52.54636849631796
2008-01-28	42.13680942626255	31.463115369316256	52.48180124686892
2008-02-04	41.33185642625284	29.84994380536291	53.010056697413624
2008-02-11	38.88847076687321	27.432067728625128	49.982008939290886
2008-02-18	35.38655927857298	24.11908967465133	46.77024558764751
2008-02-25	32.820970641796116	21.619585332427274	43.36041315349063
2008-03-03	33.03032910781922	22.351008826731	44.03798784227622
2008-03-10	35.54004845110845	24.363575898239514	46.24374852644118
2008-03-17	37.545532393176615	26.52370514766293	48.50149427893228
2008-03-24	36.6394851111766	25.446537675626576	46.9558815837462
2008-03-31	33.46223686867543	23.511084052912363	44.672795588481385
2008-04-07	31.077071081762433	20.626771678781434	41.792849820415036
2008-04-14	31.509149300869787	19.993884499736748	42.35182861713097
2008-04-21	33.403352995992435	22.920385852726525	44.376960339630884
2008-04-28	33.70413850357296	22.384255510550254	44.586305644161186
2008-05-05	31.53723039836421	20.86290202519582	42.34310009853902
2008-05-12	29.647748668393113	19.47068839972058	40.79272719297579
2008-05-19	31.432664527340993	20.24309954636091	42.56857048779155
2008-05-26	36.84229037217024	26.2585387599492	48.30915014964467
2008-06-02	41.98673116230108	30.842152174981166	53.12652440539504
2008-06-09	43.13559711037722	31.94749982362947	54.61256334516206
2008-06-16	40.70667308072137	29.900663215966247	51.689528249266246
2008-06-23	38.782598139965515	28.33443492802496	49.28847196151641
2008-06-30	40.74998146206566	29.96572074707876	51.28149635000932
2008-07-07	45.91993689314341	34.585225429952935	56.953182812521696
2008-07-14	50.619923879082215	39.20872530097639	62.956739445916114
2008-07-21	52.096947944807994	41.73268964424244	62.584349246856895
2008-07-28	50.74014780843158	39.57622328533944	62.083353098252424
2008-08-04	48.61698778092403	37.51143990142201	59.33734770668611
2008-08-11	46.73153546198466	36.30927810839529	57.25047074402552
2008-08-18	44.44118440354778	33.1689423579788	55.38314536918148
2008-08-25	41.30539638098967	30.90014341851952	52.63778869949729
2008-09-01	38.55515070646103	27.498332850833027	49.44910875979443
2008-09-08	38.12130999047373	26.725822296512963	49.19456619946495
2008-09-15	40.46345696734244	30.562880899921055	51.347969638416174
2008-09-22	43.96476756112321	32.241639719119526	54.77446518559918
2008-09-29	46.61426714319092	35.73531486696096	56.54968792354751
2008-10-06	47.879101356829715	36.10655371000737	58.760007623805286
2008-10-13	48.63734442311076	37.72183542122655	59.157242366133694
2008-10-20	49.61070288206878	38.5815785188256	60.8489622590815
2008-10-27	50.47657695143117	40.427948157359275	61.03018943068882
2008-11-03	50.64504793162577	39.56597760367711	62.122738310821184
2008-11-10	50.36199914875071	39.01798985424336	61.4290902737827
2008-11-17	50.4721809121384	38.638491331744284	62.629954374691934
2008-11-24	51.15228690756474	40.0455634573985	61.58262521032013
2008-12-01	51.432774046185955	39.94370474218245	62.27283327932895
2008-12-08	50.313840228242256	39.919067291190316	61.09573826725767
2008-12-15	48.12450600777059	37.21930139327249	58.9890322664756
2008-12-22	46.37593511416801	35.428926224828146	57.59522579691935
2008-12-29	46.25254946647792	35.229928552261	57.46109345170542
2009-01-05	47.55794684082159	36.8528903762637	59.107367565617665
2009-01-12	49.22443410714505	37.74313629635836	58.94336713388032
2009-01-19	50.45571870232152	40.106793300177664	62.020772061529854
2009-01-26	50.97815704274836	40.11589608382265	61.22332845394891
2009-02-02	50.4274812044415	38.854971303475494	61.15963081484803
2009-02-09	48.2788897818819	37.980925639497734	59.65315633447702
2009-02-16	44.85085937767612	34.21810878564954	55.74407416442141
2009-02-23	41.94617928114819	30.553157443764523	52.61861849997864
2009-03-02	41.60953272434323	30.98374224236068	52.06259722894135
2009-03-09	43.87124578380938	32.28496005999773	54.46917968423685
2009-03-16	46.200981688390826	35.20387662786961	57.506609099737176
2009-03-23	45.8710227839222	34.44526667187976	56.88520377134003
2009-03-30	42.90703028775719	31.622254054581195	53.229147825939634
2009-04-06	40.152474659413514	29.451764758399424	51.112984872954236
2009-04-13	40.08100872755466	29.36496063089525	51.54130497043881
2009-04-20	41.93962222976498	30.950616035949935	53.89585101486163
2009-04-27	42.69647121225474	31.268608238764845	53.92790185386247
2009-05-04	40.856450087324696	29.356600709790456	51.382204400692395
2009-05-11	38.62488841255771	26.697440724441616	49.5927175761833
2009-05-18	39.62220277422926	28.62305672936471	49.995050261691894
2009-05-24	31.554144551763113	20.718355563439236	42.18011535975273
2009-05-31	37.30364814982352	25.836356075326567	46.922847695595664
2009-06-07	39.932679141845256	29.11619463145861	50.968349423015134
2009-06-14	38.31695849333358	28.01475562826179	49.63352286009336
2009-06-21	35.727449810583124	25.799512506718735	46.37786296440533
2009-06-28	36.299584855114375	25.160293891112588	47.772182390889
2009-07-05	40.7677646933594	29.87006877408862	52.95601978142681
2009-07-12	46.04144646734235	35.216307684141526	56.81203237755219
2009-07-19	48.66541528133454	37.621689075779074	59.47579691990829
2009-07-26	48.01416144567307	37.23138419146278	58.645660479706095
2009-08-02	45.934975903588054	34.75637487572277	57.389592878612795
2009-08-09	43.98692907848162	33.20460003447353	54.66120740392277
2009-08-16	41.93178808089702	31.094736603204904	52.68827148712931
